,Open,High,Low,Close,Volume
2025-04-28,333.586664366473,336.1223881311056,331.84334294270866,334.30975341796875,5422900
2025-04-29,335.29035418602945,339.0245962884563,333.26968893471667,338.2817077636719,5519500
2025-04-30,331.26881231927194,343.23425537457234,330.0801787356996,342.22393798828125,9526700
2025-05-01,342.30320741835277,342.44189445205836,336.89498743985234,339.2029113769531,5849900
2025-05-02,343.92770594050324,346.77048813405355,342.8381299530237,344.3041076660156,6113700
2025-05-05,343.7097643991248,347.7213504225848,342.83810367595026,345.334228515625,3865300
2025-05-06,343.11544560835415,346.3346292627291,342.4815297766243,344.40313720703125,3438500
2025-05-07,345.39362523377423,347.8203761022949,343.91773291609604,346.53271484375,5454000
2025-05-08,348.66235908957236,351.96077094759147,347.6223272119822,347.93927001953125,4156400
2025-05-09,348.4939455411102,350.4452672712795,347.34497122599333,349.1972351074219,3086600
2025-05-12,355.73464270407766,358.4585671556424,347.8005839921291,352.475830078125,7985400
2025-05-13,352.7338019716863,356.0575542951484,351.80116626830494,353.3489685058594,5406200
2025-05-14,353.87481891826496,355.6011729876512,352.4262390216119,353.66644287109375,6207600
2025-05-15,354.0930873573594,360.87947902254115,353.88471131527825,359.4606628417969,5826100
2025-05-16,360.10559853248077,363.32019719165777,358.0617450296196,362.2585754394531,5838100
2025-05-19,360.1750240780259,366.25698849619533,359.4805281012673,365.01678466796875,5081500
2025-05-20,364.8977235754447,365.3640414178545,361.83194339899364,363.965087890625,5281400
2025-05-21,360.8695723620675,363.121771751381,355.2737578138804,355.4920349121094,6125500
2025-05-22,354.9562355520761,357.1786709265274,353.76562787095656,355.1645812988281,4936600
2025-05-23,350.97769391596694,353.2100608737363,349.4596855958203,350.76934814453125,5345900
2025-05-27,352.6246629695719,357.17868760310193,351.70195862674956,356.4841613769531,6316000
2025-05-28,356.5238999950793,358.08160339563534,355.23410002118663,356.9108581542969,3299000
2025-05-29,357.52601408103203,360.19493550313393,355.9087832254367,359.5599365234375,4590400
2025-05-30,358.51816109390404,364.1635718520497,358.51816109390404,362.32806396484375,8726900
2025-06-02,359.92699717591853,362.5959183393358,357.139021284952,362.45703125,3845700
2025-06-03,361.72276940094224,364.00476244391194,358.6669207156859,362.99273681640625,5221300
2025-06-04,363.8361289304246,366.7630222431617,363.43926973846413,365.11602783203125,4202300
2025-06-05,367.10035821149364,368.09252134179496,363.0622470043474,363.8956604003906,6881900
2025-06-06,366.1180642919973,368.0924588972605,364.6694845670403,367.3185729980469,5008500
2025-06-09,366.89200491981944,366.89200491981944,359.2126418592025,363.7865295410156,4999900
2025-06-10,364.1238453826585,368.52905181991525,363.80634593457904,367.79486083984375,4109300
2025-06-11,367.1003420198875,372.56717031581684,366.48520575077885,370.3843994140625,5562700
2025-06-12,369.31289223541074,371.23769112704497,366.6538720393366,368.4893798828125,4874000
2025-06-13,358.67688318337633,360.16512779691794,342.29626111456923,350.0847473144531,14181700
2025-06-16,353.6961863783574,357.3969653543569,351.55311061527897,352.6941223144531,7234700
2025-06-17,350.71972893634194,356.7818612982822,350.55107816313534,355.03564453125,5559600
2025-06-18,355.04558513564075,355.67065275738554,335.3908357860153,337.7124938964844,15008600
2025-06-20,336.29371385556556,337.3354730580547,332.2952975478082,335.91668701171875,19332100
2025-06-23,334.85507146661934,341.6017689433206,332.99973117444733,341.05609130859375,7553300
2025-06-24,348.7651444154345,351.7813285652144,345.19338165837354,348.8742980957031,10172000
2025-06-25,347.70358944566163,348.5370028616476,342.55426025390625,342.55426025390625,6836300
2025-06-26,341.0858397438008,344.19131518637215,339.34955426567194,343.3182067871094,8829500
2025-06-27,343.87380166389084,349.25133893316433,342.9510972571869,345.8779602050781,6601900
